palabra,frecuencia
Fuerte,25
Disculpas,25
NUEVO,25
"Rosa,",25
Mex.,25
Coahuila,25
incondicional,25
progresando,25
#ChingaTuMadreAMLO,25
❤️👍,25
Fiestas,25
#JoseRamonLopezBeltran221,25
diplomático,25
selfies.,25
#vivamexico2022,25
ucranianos,25
Pendejete,25
Mujica.,25
#SALARIOROSA,25
excelente!!,25
aprueba,25
"asi,",25
"inteligentes,",25
"corazón,",25
"lela,",25
🇲🇽💪,25
🤣😂🤣😂🤣😂,25
CREE,25
oído,25
sorpresa.,25
cloaca,25
#GobiernoCorruptoyMentiroso,25
cirquera,25
correcta,25
metro???,25
miss,25
PLURI,25
chole,25
promedio,25
Denuncia,25
"conservadora,",25
¿Los,25
"sorpresa,",25
"tribuna,",25
Sueña,25
Icela,25
#DíaDeLaDemocracia,25
confundir,25
dedíquese,25
inauguran,25
pariente,25
ganancias,25
tok,25
halloween,25
vacías,25
"correcto,",25
"insulta,",25
Y?,25
rabadan,25
"croquetas,",25
misa,25
POLÍTICA,25
ésa,25
Comentario,24
caray!,24
inmensa,24
irás,24
sonorenses,24
estancias,24
mediática,24
traicionan,24
borrega,24
VALE,24
denuncie,24
promueven,24
"cuando,",24
flamante,24
ignorar,24
reir,24
"borolas,",24
cayeron,24
habla?,24
pleitos,24
Sueñas,24
permitió,24
examen,24
electorado,24
time,24
encarcelar,24
mantenemos,24
lamiendo,24
leyó,24
memoria.,24
DELINCUENTES,24
definición,24
Acción,24
",si",24
miedo!,24
🇲🇽👏🏻,24
bus,24
refina.,24
facha,24
aprueban,24
LIBERTAD,24
acento,24
importe,24
gritonas,24
"farsante,",24
sentimientos,24
voto!,24
aprobado,24
mitote,24
taquitos,24
pájaros,24
aportado,24
Fotos,24
bajes,24
recordemos,24
fregada,24
groserías,24
utilice,24
dejarás,24
encargada,24
2018.,24
cura,24
Taco,24
Busca,24
humanismo,24
insultado,24
anuncios,24
"memoria,",24
dueña,24
😕,24
clasismo.,24
logren,24
exigiendo,24
Desgraciadamente,24
PUEBLO.,24
famosa,24
pasadas,24
Cruz,24
LIBRE,24
electoral.,24
"saqueo,",24
bajarle,24
descalificaciones,24
Hahaha,24
relinchar,24
círculo,24
grilla,24
tribuna.,24
conductora,24
Coño,24
MORAL,24
🤡🤡🤡🤡🤡,24
coherencia,24
LADY,24
escuchamos,24
2006,24
ROSA,24
#VamosPorMás,24
Grandioso,24
trabaja.,24
Pendejos!!,24
👍👍👍👏👏,24
Godoy,24
👏🎉,24
👍🏼👍🏼👍🏼,24
👍🤗,24
🫶🏻,24
Ambas,24
👌👏👏👏,24
apoyandonos,24
Tiempo,24
miras,24
difusión,24
subirse,24
recorrido,24
inicia,24
sabiduría,24
continúan,24
Chingue,24
traslado,24
pañal,24
pregunta.,24
democrático,24
suficiente.,24
👏👍👏,24
alterar,24
Chelo,24
"loco,",24
",para",24
avanzado,24
Álvarez,24
naciones,24
Viendo,24
reflejados,24
logramos,24
escolares,24
Orgullosos,24
via,24
dictador.,24
firma,24
👍😉,24
aves,24
vialidad,24
huesos,24
ganara,24
asesinar,24
cómo?,24
equivocó,24
callaron,24
"traición,",24
😂😂😂😂😂😂😂😂😂😂,24
amargura,24
educativo,24
lambisconeria,24
diarrea,24
cortina,24
"malo,",24
Deberás,24
piruja,24
😂🤣😂🤣😂🤣,24
HABLA,24
rastrera,24
"chismosa,",24
invento,24
https://t.co/8Kweh8pEM2,24
cinica,24
arpía,24
bocota,24
diccionario,24
ideal,24
gobernaba,24
septiembre.,24
repites,24
"claveles,",24
iniciativa.,24
gárgola,24
"Dra,",24
pasaría,24
"Neta,",24
sombra,24
"oportunista,",24
Manu,24
desgraciada,24
golosa,24
quitado,24
propongo,24
buenísimo,24
llave,24
IGNORANCIA,23
sucios,23
repito,23
escándalos,23
pusiera,23
convierta,23
sangrando,23
asquerosos,23
urnas.,23
resta,23
remedio,23
"Circo,",23
Xóchitl.,23
quitarte,23
obesa,23
disfrazado,23
comenzó,23
empezará,23
"arrabalera,",23
desaparecen,23
guante,23
"discriminación,",23
"Chávez,",23
comiste,23
capítulo,23
goza,23
contempla,23
diciembre,23
Quadri,23
así...,23
VOTAR,23
HIPOCRITA,23
¡A,23
cayeras,23
mierdas,23
morra,23
Wow!,23
perdedora,23
Ése,23
eco,23
supuestos,23
Perra,23
"flores,",23
legislar.,23
"armas,",23
colega,23
honestidad.,23
dosis,23
Literal,23
mantenimiento?,23
asquerosa.,23
consideran,23
regalan,23
Nonoava,23
retroactivo,23
Seamos,23
vomitar,23
cámara.,23
luchadora,23
rebajes,23
estadísticas,23
artistas,23
Serrano,23
carecen,23
disfraz,23
"Palacio,",23
caer.,23
mitomana,23
fecal,23
corrupción!!,23
loro,23
"doñita,",23
disfrazada,23
"creen,",23
fuga,23
sirvienta,23
INFORMACIÓN,23
SRA.,23
queso,23
bocas.,23
necesitar,23
nacimiento,23
sola.,23
ti...,23
rechazo,23
Calderón?,23
compadres,23
"psiquiatra,",23
haremos,23
traicionaron,23
Eran,23
Falsa,23
Robar,23
chupo,23
tonterias,23
bipolar,23
modesto,23
antes?,23
lengua.,23
preguntado,23
responda,23
era?,23
#AmloReyDelCash,23
carnitas,23
mmes,23
"voz,",23
torre,23
pernos?,23
💫🇲🇽💫,23
Decir,23
bot,23
"entiendo,",23
manada,23
"amigas,",23
Pongan,23
"vieja,",23
inmobiliario?,23
construcción.,23
busquen,23
identificar,23
relevo,23
Siéntese,23
rescatando,23
👌👌👌👌,23
¡ve,23
modificar,23
👏👏👌,23
necesitadas,23
velorio,23
apoyos!!,23
bienvenido!,23
huixquilucan,23
todas.,23
mas!,23
huevón,23
Civil,23
👏👍👍,23
Ratero,23
saludas,23
ingleses,23
proteja,23
contentas,23
🏡,23
p*tisima,23
🐩🐀,23
Monterrey,23
Nuestros,23
❤️❤️❤️❤️,23
mayo,23
Xq,23
grandísimo,23
opine,23
sige,23
RATERO,23
tacto,23
comunicado,23
vuelo,23
😊👍,23
Plaza,23
arreglas,23
salimos,23
#5tolnformeEdomex.,23
Marcelo?,23
Excelente.,23
trabajadoras.,23
mandatario,23
Durante,23
"aceptada,",23
"suficiente,",23
imbéciles!!,23
internacional.,23
💐,23
are,23
#AlfredoDelMazo,23
p3nd3jo,23
octubre,23
turista,23
Creciendo,23
conferencia,23
CACAS,23
mensuales,23
Foto,23
graciosa,23
limitada,23
cuchara,23
delgada,23
exhibición,23
"aún,",23
humana.,23
Metro?,23
PERSONAS,23
gaste,23
trates,23
derechos.,23
"final,",23
HIZO,23
zocalo,23
Pongase,23
Fake,23
operadores,23
celebran,23
"soñando,",23
#esclaudia,23
entendí,23
sembrar,23
académica,23
usaron,23
"Presidenta,",23
¿Está,23
PARTE,23
topa,23
😱😱😱,23
CASI,23
compraste,23
pagarás,23
"Bocas,",23
dirige,23
acusaciones,23
prianista,23
emperador,23
MISMA,23
ª,23
Cuarta,23
flor,23
"elección,",23
paraíso,23
transformar,23
cierta,23
Pueden,23
luchas,23
ps,23
"traicionera,",23
bloquea,23
grite,23
Imaz,23
universitaria,23
Ups,23
demuestren,23
personales.,23
seguirle,23
2014,22
HIPÓCRITAS,22
deseos.,22
"fondo,",22
favor...,22
muchos.,22
mesías.,22
olvidamos,22
"propia,",22
Hablo,22
JAJA,22
banqueros,22
guerra?,22
políticas.,22
anticipados,22
soñar.,22
sumisa,22
mentirosa!,22
Margarita,22
cambiará,22
finanzas,22
abandonadas,22
queda.,22
"se,",22
dineros,22
“Muera,22
agarran,22
CUENTAS,22
"alguien,",22
"secuestradora,",22
instancias,22
99%,22
Xochimilco,22
"pedo,",22
Mmmmm,22
reconoces,22
estudie,22
ofreciendo,22
PRI...,22
Assange.,22
semejantes,22
"corrupción""",22
desquite,22
dulce,22
"dijo,",22
cabrona,22
Actualmente,22
tenerte,22
Falso,22
tiene?,22
ingeniera,22
Enserio,22
Congruencia,22
vacía,22
acuérdate,22
"conversión,",22
vaquero,22
"seria,",22
dinero!,22
hambre.,22
#IndependenciaDeMexico,22
robe,22
fumar,22
es...,22
DEJEN,22
Ridícula!,22
cualquiera.,22
deshacerse,22
sencilla,22
lucrar,22
Libro,22
barbaridad,22
devuelvan,22
paso.,22
GAM,22
quedaría,22
Plurinominal,22
"asquerosa,",22
Bajo,22
trompa,22
reconozco,22
ladran,22
morena!,22
😂🤣😂,22
absurda,22
pueblo...,22
"""seguridad",22
pregunten,22
respeto?,22
candidatas,22
Zócalo.,22
Gratis?,22
"será,",22
crearon,22
Laura,22
como?,22
coordinado,22
borracha,22
micrófono,22
cerdos,22
"2018,",22
propuesta.,22
peores.,22
tellez.,22
progre,22
#mexico,22
moneda,22
"conocimiento,",22
amigas.,22
alabando,22
instrucción,22
quedara,22
comerte,22
pronto.,22
gustaria,22
Téllez!,22
clan,22
mierd@,22
Culta,22
P3RR4,22
quemados,22
Coyoacán,22
temor,22
mantenga,22
internas,22
mentiras?,22
vuelvo,22
bueno!,22
dure,22
Guarden,22
BJ,22
autopista,22
socialista,22
invitan,22
beneficiadas!!,22
👍👋,22
claros,22
Llévate,22
tarado,22
baboso,22
Canadá,22
fomentando,22
Pedazo,22
#EvoNOEresBienvenido,22
"desmadre,",22
beneficiada,22
PAYASO,22
mentiroso.,22
ley!,22
irrespetuoso,22
#5toinformedegobierno,22
Alfredodelmazo,22
camisa,22
empeño,22
p3nd3j0,22
pilares,22
